Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
C20ORF204		20q13.33	HOMDEL	1	509	0.2%	No
LINC01270		20q13.13	AMP	1	509	0.2%	No
LINC00323		21q22.2	HOMDEL	1	509	0.2%	No
CCDC150		2q33.1	HOMDEL	1	509	0.2%	No
STPG4		2p21	HOMDEL	1	509	0.2%	No
CYP1B1-AS1		2p22.2	HOMDEL	1	509	0.2%	No
FAM126B		2q33.1	HOMDEL	1	509	0.2%	No
UNC80		2q34	HOMDEL	1	509	0.2%	No
RUFY4		2q35	HOMDEL	1	509	0.2%	No
RUFY4		2q35	AMP	1	509	0.2%	No
TUSC7		3q13.31	AMP	1	509	0.2%	No
LINC00636		3q13.12	AMP	1	509	0.2%	No
C3ORF38		3p11.1	HOMDEL	1	509	0.2%	No
C3ORF38		3p11.1	AMP	1	509	0.2%	No
RABL3		3q13.33	AMP	1	509	0.2%	No
LINC00692		3p24.2	AMP	1	509	0.2%	No
SLC9C1		3q13.2	AMP	1	509	0.2%	No
C3ORF70		3q27.2	HOMDEL	1	509	0.2%	No
ALG1L9P		11q13.4	HOMDEL	1	509	0.2%	No
LINC01091		4q28.1	AMP	1	509	0.2%	No
DCAF4L1		4p13	AMP	1	509	0.2%	No
CTBP1-AS		4p16.3	HOMDEL	1	509	0.2%	No
LINC00955		4p16.3	HOMDEL	1	509	0.2%	No
LINC01098		4q34.3	HOMDEL	1	509	0.2%	No
YIPF7		4p12	AMP	1	509	0.2%	No
SEPSECS-AS1		4p15.2	AMP	1	509	0.2%	No
LINC01097		4p15.33	AMP	1	509	0.2%	No
LINC01096		4p15.33	AMP	1	509	0.2%	No
FAM200B		4p15.32	AMP	1	509	0.2%	No
STPG2		4q22.3-q23	HOMDEL	1	509	0.2%	No
NBPF22P		5q14.3	AMP	1	509	0.2%	No
C5ORF64		5q12.1	AMP	1	509	0.2%	No
RNF180		5q12.3	AMP	1	509	0.2%	No
LINC00326		6q23.2	HOMDEL	1	509	0.2%	No
PHACTR2-AS1		6q24.2	HOMDEL	1	509	0.2%	No
CEP57L1		6q21	HOMDEL	1	509	0.2%	No
PPIL6		6q21	HOMDEL	1	509	0.2%	No
LINC01268		6q21	HOMDEL	1	509	0.2%	No
FLJ34503		6q21	HOMDEL	1	509	0.2%	No
DCBLD1		6q22.1	HOMDEL	1	509	0.2%	No
LOC285762		6q22.31	HOMDEL	1	509	0.2%	No
LINC01622		6p25.3	HOMDEL	1	509	0.2%	No
LY86-AS1		6p25.1	HOMDEL	1	509	0.2%	No
PACRG-AS1		6q26	HOMDEL	1	509	0.2%	No
PRR18		6q27	HOMDEL	1	509	0.2%	No
LINC00174		7q11.21	AMP	1	509	0.2%	No
FLJ40288		7q32.3	HOMDEL	1	509	0.2%	No
FLJ40288		7q32.3	AMP	1	509	0.2%	No
NSMCE2		8q24.13	HOMDEL	1	509	0.2%	No
LOC286083		8p23.3	AMP	1	509	0.2%	No
MICU3		8p22	AMP	1	509	0.2%	No
FBXO43		8q22.2	HOMDEL	1	509	0.2%	No
LOC286177		8q12.1	HOMDEL	1	509	0.2%	No
NKAIN3		8q12.3	HOMDEL	1	509	0.2%	No
LINC01289		8q12.3	HOMDEL	1	509	0.2%	No
SPATA31E1		9q22.1	AMP	1	509	0.2%	No
LCN12		9q34.3	AMP	1	509	0.2%	No
PAXX		9q34.3	AMP	1	509	0.2%	No
TPRN		9q34.3	AMP	1	509	0.2%	No
FAM225A		9q32	AMP	1	509	0.2%	No
FAM78A		9q34.13	HOMDEL	1	509	0.2%	No
ATP11C		Xq27.1	HOMDEL	1	509	0.2%	No
ILDR1		3q13.33	AMP	1	509	0.2%	No
STON1-GTF2A1L		2p16.3	HOMDEL	1	509	0.2%	No
LIN9		1q42.12	AMP	1	509	0.2%	No
VN1R2		19q13.42	HOMDEL	1	509	0.2%	No
VN1R4		19q13.42	HOMDEL	1	509	0.2%	No
VN1R5		1q44	AMP	1	509	0.2%	No
KLHL10		17q21.2	AMP	1	509	0.2%	No
MESTIT1		7q32.2	AMP	1	509	0.2%	No
POTED		21q11.2	HOMDEL	1	509	0.2%	No
HIST2H2AB		1q21.2	AMP	1	509	0.2%	No
TAAR6		6q23.2	HOMDEL	1	509	0.2%	No
SNORD56B		14q24.2	HOMDEL	1	509	0.2%	No
ADGRE4P		19p13.2	HOMDEL	1	509	0.2%	No
RAB37		17q25.1	AMP	1	509	0.2%	No
HIST2H3A		1q21.2	AMP	1	509	0.2%	Yes
UBAC2		13q32.3	AMP	1	509	0.2%	No
HIST2H2BC		1q21.2	AMP	1	509	0.2%	No
HIST2H2BA		1p11.2	AMP	1	509	0.2%	No
KRTAP6-1		21q22.11	HOMDEL	1	509	0.2%	No
KRTAP6-2		21q22.11	HOMDEL	1	509	0.2%	No
KRTAP20-1		21q22.11	HOMDEL	1	509	0.2%	No
KRTAP20-2		21q22.11	HOMDEL	1	509	0.2%	No
KRTAP22-1		21q22.11	HOMDEL	1	509	0.2%	No
KRTAP20-3		21q22.11	HOMDEL	1	509	0.2%	No
FAM151A		-	AMP	1	509	0.2%	No
NLRP9		19q13.42	HOMDEL	1	509	0.2%	No
S100A7A		1q21.3	AMP	1	509	0.2%	No
CLEC4D		12p13.31	HOMDEL	1	509	0.2%	No
ANO9		11p15.5	AMP	1	509	0.2%	No
KCNK18		10q25.3	HOMDEL	1	509	0.2%	No
CCDC84		11q23.3	HOMDEL	1	509	0.2%	No
CCDC84		11q23.3	AMP	1	509	0.2%	No
TMEM225		11q24.1	HOMDEL	1	509	0.2%	No
TMEM225		11q24.1	AMP	1	509	0.2%	No
OR8D4		11q24.1	HOMDEL	1	509	0.2%	No
OR8D4		11q24.1	AMP	1	509	0.2%	No
ANKRD13D		11q13.2	AMP	1	509	0.2%	No
LOC338694		11q13.3	AMP	1	509	0.2%	No
B4GALNT4		11p15.5	AMP	1	509	0.2%	No
CSTF3-DT		11p13	AMP	1	509	0.2%	No
OR2AG2		11p15.4	HOMDEL	1	509	0.2%	No
TAFA2		12q14.1	HOMDEL	1	509	0.2%	No
C1QTNF9		13q12.12	HOMDEL	1	509	0.2%	No
C1QTNF9		13q12.12	AMP	1	509	0.2%	No
VSX2		14q24.3	HOMDEL	1	509	0.2%	No
TMEM202		15q23-q24.1	AMP	1	509	0.2%	No
PRSS53		16p11.2	AMP	1	509	0.2%	No
JMJD8		16p13.3	AMP	1	509	0.2%	No
METTL2A		17q23.2	AMP	1	509	0.2%	No
ASB16-AS1		17q21.31	AMP	1	509	0.2%	No
C17ORF67		17q22	AMP	1	509	0.2%	No
ENPP7		17q25.3	AMP	1	509	0.2%	No
OXLD1		17q25.3	AMP	1	509	0.2%	No
CCDC137		17q25.3	AMP	1	509	0.2%	No
ARL16		17q25.3	AMP	1	509	0.2%	No
LINC02693		17p11.2	AMP	1	509	0.2%	No
MSL1		17q21.1	AMP	1	509	0.2%	No
LRRC30		18p11.23	AMP	1	509	0.2%	No
LOC339298		18q23	HOMDEL	1	509	0.2%	No
LOC339298		18q23	AMP	1	509	0.2%	No
CPLX4		18q21.32	HOMDEL	1	509	0.2%	No
CPLX4		18q21.32	AMP	1	509	0.2%	No
MYPOP		19q13.32	HOMDEL	1	509	0.2%	No
ADAMTSL5		19p13.3	HOMDEL	1	509	0.2%	No
LINGO4		1q21.3	AMP	1	509	0.2%	No
FLG-AS1		1q21.3	AMP	1	509	0.2%	No
RXFP4		1q22	AMP	1	509	0.2%	No
ANKRD45		1q25.1	AMP	1	509	0.2%	No
LINC01343		1p34.3	AMP	1	509	0.2%	No
C1ORF174		1p36.32	HOMDEL	1	509	0.2%	No
KLHL17		1p36.33	HOMDEL	1	509	0.2%	No
TMEM240		1p36.33	HOMDEL	1	509	0.2%	No
TMEM52		1p36.33	HOMDEL	1	509	0.2%	No
ZNF678		1q42.13	AMP	1	509	0.2%	No
PRSS38		1q42.13	AMP	1	509	0.2%	No
LINC01141		1p36.12	HOMDEL	1	509	0.2%	No
CCDC190		1q23.3	AMP	1	509	0.2%	No
LINC02774		1q44	AMP	1	509	0.2%	No
LINC01139		1q43	AMP	1	509	0.2%	No
ZFP69		1p34.2	AMP	1	509	0.2%	No
LINC01692		21q21.2	HOMDEL	1	509	0.2%	No
MROH2A		2q37.1	HOMDEL	1	509	0.2%	No
LOC339803		2p15	AMP	1	509	0.2%	No
C2ORF74		2p15	AMP	1	509	0.2%	No
KY		3q22.2	HOMDEL	1	509	0.2%	No
LOC339862		3p24.3	AMP	1	509	0.2%	No
LPP-AS2		3q27.3	HOMDEL	1	509	0.2%	No
LOC339975		4q35.2	HOMDEL	1	509	0.2%	No
TRIML1		4q35.2	HOMDEL	1	509	0.2%	No
ANKRD34B		5q14.1	AMP	1	509	0.2%	No
SLC35D3		6q23.3	HOMDEL	1	509	0.2%	No
ZC3H12D		6q25.1	HOMDEL	1	509	0.2%	No
DPPA5		6q13	HOMDEL	1	509	0.2%	No
ZNF680		7q11.21	AMP	1	509	0.2%	No
ABCB5		7p21.1	AMP	1	509	0.2%	No
FAM221A		7p15.3	AMP	1	509	0.2%	No
AGBL3		7q33	AMP	1	509	0.2%	No
ZC3H12B		Xq11.2-q12	AMP	1	509	0.2%	No
SATL1		Xq21.1	AMP	1	509	0.2%	No
HMX3		10q26.13	HOMDEL	1	509	0.2%	No
AKR1C8P		10p15.1	AMP	1	509	0.2%	No
MALRD1		10p12.31	AMP	1	509	0.2%	No
DCDC1		11p13	AMP	1	509	0.2%	No
C11ORF53		11q23.1	HOMDEL	1	509	0.2%	No
C11ORF53		11q23.1	AMP	1	509	0.2%	No
LOC341056		11q24.1	HOMDEL	1	509	0.2%	No
LOC341056		11q24.1	AMP	1	509	0.2%	No
OR2AT4		11q13.4	HOMDEL	1	509	0.2%	No
HEPHL1		11q21	HOMDEL	1	509	0.2%	No
HEPHL1		11q21	AMP	1	509	0.2%	No
ACSM4		12p13.31	AMP	1	509	0.2%	No
FREM2		13q13.3	HOMDEL	1	509	0.2%	No
NEK5		13q14.3	HOMDEL	1	509	0.2%	No
COX8C		14q32.12	AMP	1	509	0.2%	No
ZNF774		15q26.1	AMP	1	509	0.2%	No
CD300E		17q25.1	AMP	1	509	0.2%	No
NACA2		17q23.2	AMP	1	509	0.2%	No
KRT27		17q21.2	AMP	1	509	0.2%	No
SLFN14		17q12	AMP	1	509	0.2%	No
LRRC37A11P		17q12	AMP	1	509	0.2%	No
STAC2		17q12	AMP	1	509	0.2%	No
ANKRD62		18p11.21	AMP	1	509	0.2%	No
C19ORF81		19q13.33	HOMDEL	1	509	0.2%	No
ZNF677		19q13.42	HOMDEL	1	509	0.2%	No
RFPL4A		19q13.42	HOMDEL	1	509	0.2%	No
ZSCAN5B		19q13.43	HOMDEL	1	509	0.2%	No
ZSCAN5B		19q13.43	AMP	1	509	0.2%	No
ZSCAN22		19q13.43	HOMDEL	1	509	0.2%	No
ZSCAN22		19q13.43	AMP	1	509	0.2%	No
RD3		1q32.3	AMP	1	509	0.2%	No
AADACL4		1p36.21	HOMDEL	1	509	0.2%	No
OR6F1		1q44	AMP	1	509	0.2%	No
OR2W3		1q44	AMP	1	509	0.2%	No
OR2T8		1q44	AMP	1	509	0.2%	No
OR2T3		1q44	AMP	1	509	0.2%	No
OR10R2		1q23.1	AMP	1	509	0.2%	No
FCRL6		1q23.2	AMP	1	509	0.2%	No
KCNT2		1q31.3	AMP	1	509	0.2%	No
OR2T29		1q44	AMP	1	509	0.2%	No
MSGN1		2p24.2	HOMDEL	1	509	0.2%	No
NCKAP5		2q21.2	HOMDEL	1	509	0.2%	No
NCKAP5		2q21.2	AMP	1	509	0.2%	No
CDKL4		2p22.1	HOMDEL	1	509	0.2%	No
AOX2P		2q33.1	HOMDEL	1	509	0.2%	No
DUBR		3q13.12	AMP	1	509	0.2%	No
TMPRSS7		3q13.2	AMP	1	509	0.2%	No
CD200R1L		3q13.2	AMP	1	509	0.2%	No
LOC344967		4p14	AMP	1	509	0.2%	No
SOWAHB		4q21.1	AMP	1	509	0.2%	No
SLC10A6		4q21.3	AMP	1	509	0.2%	No
HSD17B13		4q22.1	HOMDEL	1	509	0.2%	No
ACTBL2		5q11.2	AMP	1	509	0.2%	No
FAM174A		5q21.1	HOMDEL	1	509	0.2%	No
MTX3		5q14.1	AMP	1	509	0.2%	No
RSPH4A		6q22.1	HOMDEL	1	509	0.2%	No
ECT2L		6q24.1	HOMDEL	1	509	0.2%	Yes
EYS		6q12	AMP	1	509	0.2%	No
MACC1		7p21.1	AMP	1	509	0.2%	No
STRA8		7q33	AMP	1	509	0.2%	No
QRFP		9q34.12	HOMDEL	1	509	0.2%	No
OR1B1		9q33.2	HOMDEL	1	509	0.2%	No
MPC1L		Xp11.4	AMP	1	509	0.2%	No
CXORF66		Xq27.1	HOMDEL	1	509	0.2%	No
ECEL1P2		2q37.1	HOMDEL	1	509	0.2%	No
LRRTM1		2p12	HOMDEL	1	509	0.2%	No
LRRTM3		10q21.3	HOMDEL	1	509	0.2%	No
NME9		3q22.3	HOMDEL	1	509	0.2%	No
OTOP3		17q25.1	AMP	1	509	0.2%	No
TMEM255B		13q34	AMP	1	509	0.2%	No
LINC00442		13q12.11	HOMDEL	1	509	0.2%	No
ARPIN		15q26.1	AMP	1	509	0.2%	No
CLEC18A		16q22.1	AMP	1	509	0.2%	No
SKA2		17q22	AMP	1	509	0.2%	No
CCL15-CCL14		17q12	AMP	1	509	0.2%	No
MCRIP1		17q25.3	AMP	1	509	0.2%	No
ZNF530		19q13.43	HOMDEL	1	509	0.2%	No
ZNF530		19q13.43	AMP	1	509	0.2%	No
SHISAL2A		1p32.3	AMP	1	509	0.2%	No
FAM131C		1p36.13	HOMDEL	1	509	0.2%	No
GEN1		2p24.2	HOMDEL	1	509	0.2%	No
FTCDNL1		2q33.1	HOMDEL	1	509	0.2%	No
NUP43		6q25.1	HOMDEL	1	509	0.2%	No
LOC349160		7q33	AMP	1	509	0.2%	No
TLR8-AS1		Xp22.2	HOMDEL	1	509	0.2%	No
PLET1		11q23.1	HOMDEL	1	509	0.2%	No
PLET1		11q23.1	AMP	1	509	0.2%	No
GPR142		17q25.1	AMP	1	509	0.2%	No
DNAAF3		19q13.42	HOMDEL	1	509	0.2%	No
C6ORF58		6q22.33	HOMDEL	1	509	0.2%	No
RAET1G		6q25.1	HOMDEL	1	509	0.2%	No
LCE1B		1q21.3	AMP	1	509	0.2%	No
LCE1C		1q21.3	AMP	1	509	0.2%	No
LCE1D		1q21.3	AMP	1	509	0.2%	No
LCE1E		1q21.3	AMP	1	509	0.2%	No
LCE1F		1q21.3	AMP	1	509	0.2%	No
LCE2A		1q21.3	AMP	1	509	0.2%	No
LCE2C		1q21.3	AMP	1	509	0.2%	No
LCE2D		1q21.3	AMP	1	509	0.2%	No
LCE3A		1q21.3	AMP	1	509	0.2%	No
LCE3B		1q21.3	AMP	1	509	0.2%	No
LCE3C		1q21.3	AMP	1	509	0.2%	No
LCE3E		1q21.3	AMP	1	509	0.2%	No
ZACN		17q25.1	AMP	1	509	0.2%	No
PADI6		1p36.13	HOMDEL	1	509	0.2%	No
KRT26		17q21.2	AMP	1	509	0.2%	No
ANKRD37		4q35.1	HOMDEL	1	509	0.2%	No
BMP8A		1p34.3	AMP	1	509	0.2%	No
LILRA5		19q13.42	HOMDEL	1	509	0.2%	No
MRPL42P5		15q15.1	HOMDEL	1	509	0.2%	No
KCNIP4-IT1		4p15.2	AMP	1	509	0.2%	No
RFLNB		17p13.3	AMP	1	509	0.2%	No
IRF2BP2		1q42.3	AMP	1	509	0.2%	No
CYCSP52		1q23.1	AMP	1	509	0.2%	No
GLT6D1		9q34.3	AMP	1	509	0.2%	No
PRAC2		17q21.32	AMP	1	509	0.2%	No
HILS1		17q21.33	AMP	1	509	0.2%	No
NDUFS7		19p13.3	HOMDEL	1	509	0.2%	No
NDUFS7		19p13.3	AMP	1	509	0.2%	No
CCDC172		10q25.3	HOMDEL	1	509	0.2%	No
LINC02716		11p11.2	AMP	1	509	0.2%	No
DNAJB13		11q13.4	HOMDEL	1	509	0.2%	No
LOC374443		12p13.31	HOMDEL	1	509	0.2%	No
KRT77		12q13.13	AMP	1	509	0.2%	No
TPTE2P6		13q12.12	HOMDEL	1	509	0.2%	No
TPTE2P6		13q12.12	AMP	1	509	0.2%	No
TEX9		15q21.3	HOMDEL	1	509	0.2%	No
KIF7		15q26.1	AMP	1	509	0.2%	No
ZNF710		15q26.1	AMP	1	509	0.2%	No
EFCAB5		17q11.2	AMP	1	509	0.2%	No
LRRC37A3		17q24.1	AMP	1	509	0.2%	No
ANKRD30B		18p11.21	AMP	1	509	0.2%	No
CCDC178		18q12.1	HOMDEL	1	509	0.2%	No
CCDC178		18q12.1	AMP	1	509	0.2%	No
ATP9B		18q23	AMP	1	509	0.2%	No
TEX45		19p13.2	HOMDEL	1	509	0.2%	No
ZNF699		19p13.2	HOMDEL	1	509	0.2%	No
IGFL1		19q13.32	HOMDEL	1	509	0.2%	No
ZSWIM9		19q13.33	HOMDEL	1	509	0.2%	No
ZNF773		19q13.43	HOMDEL	1	509	0.2%	No
ZNF773		19q13.43	AMP	1	509	0.2%	No
DRAXIN		1p36.22	HOMDEL	1	509	0.2%	No
SPATA21		1p36.13	HOMDEL	1	509	0.2%	No
PEAR1		1q23.1	AMP	1	509	0.2%	No
SFT2D2		1q24.2	AMP	1	509	0.2%	No
MIA3		1q41	AMP	1	509	0.2%	No
STUM		1q42.12	AMP	1	509	0.2%	No
FAM89A		1q42.2	AMP	1	509	0.2%	No
LOC375196		2p22.1	HOMDEL	1	509	0.2%	No
CATIP		2q35	HOMDEL	1	509	0.2%	No
CATIP		2q35	AMP	1	509	0.2%	No
MAST4		5q12.3	HOMDEL	1	509	0.2%	No
GUSBP4		6p11.2	HOMDEL	1	509	0.2%	No
WASH5P		19p13.3	HOMDEL	1	509	0.2%	No
WASH5P		19p13.3	AMP	1	509	0.2%	No
PTAR1		9q21.12	AMP	1	509	0.2%	No
C9ORF50		9q34.11	HOMDEL	1	509	0.2%	No
PNPLA7		9q34.3	AMP	1	509	0.2%	No
AGRN		1p36.33	HOMDEL	1	509	0.2%	No
CYSRT1		9q34.3	AMP	1	509	0.2%	No
DMBT1P1		10q26.13	HOMDEL	1	509	0.2%	No
LRRC10		12q15	AMP	1	509	0.2%	No
RNF126P1		17q22	AMP	1	509	0.2%	No
ENTPD8		9q34.3	AMP	1	509	0.2%	No
CENPS		1p36.22	HOMDEL	1	509	0.2%	No
CATSPER4		1p36.11	HOMDEL	1	509	0.2%	No
COL18A1-AS1		21q22.3	AMP	1	509	0.2%	No
KCTD8		4p13	AMP	1	509	0.2%	No
KCTD4		13q14.12-q14.13	HOMDEL	1	509	0.2%	No
KCTD4		13q14.12-q14.13	AMP	1	509	0.2%	No
ZNF582-AS1		19q13.43	HOMDEL	1	509	0.2%	No
ZNF582-AS1		19q13.43	AMP	1	509	0.2%	No
HMGA1P7		6q23.2	HOMDEL	1	509	0.2%	No
SNHG5		6q14.3	HOMDEL	1	509	0.2%	No
SUMO4		6q25.1	HOMDEL	1	509	0.2%	No
CENPW		6q22.32	HOMDEL	1	509	0.2%	No
SOGA3		6q22.33	HOMDEL	1	509	0.2%	No
LINC00222		6q21	HOMDEL	1	509	0.2%	No
CEP85L		6q22.31	HOMDEL	1	509	0.2%	No
KRTAP5-3		11p15.5	AMP	1	509	0.2%	No
KRTAP5-4		11p15.5	AMP	1	509	0.2%	No
KRTAP5-10		11q13.4	AMP	1	509	0.2%	No
THEMIS		6q22.33	HOMDEL	1	509	0.2%	No
THEMIS		6q22.33	AMP	1	509	0.2%	No
RASL11A		13q12.2	HOMDEL	1	509	0.2%	No
GPR153		1p36.31	HOMDEL	1	509	0.2%	No
TMEM189		20q13.13	AMP	1	509	0.2%	No
TMEM189-UBE2V1		20q13.13	AMP	1	509	0.2%	No
ILDR2		1q24.1	AMP	1	509	0.2%	No
LRRC37A6P		10p12.1	AMP	1	509	0.2%	No
ENO4		10q25.3	HOMDEL	1	509	0.2%	No
ARMS2		10q26.13	HOMDEL	1	509	0.2%	No
TEX36		10q26.13	HOMDEL	1	509	0.2%	No
IFITM5		11p15.5	AMP	1	509	0.2%	No
GVINP1		11p15.4	HOMDEL	1	509	0.2%	No
C11ORF96		11p11.2	AMP	1	509	0.2%	No
LIPT2		11q13.4	HOMDEL	1	509	0.2%	No
VSTM5		11q21	HOMDEL	1	509	0.2%	No
VSTM5		11q21	AMP	1	509	0.2%	No
LINC02764		11q23.1	HOMDEL	1	509	0.2%	No
LINC02764		11q23.1	AMP	1	509	0.2%	No
C1QTNF9B		13q12.12	HOMDEL	1	509	0.2%	No
C1QTNF9B		13q12.12	AMP	1	509	0.2%	No
SHISA2		13q12.13	HOMDEL	1	509	0.2%	No
SHISA2		13q12.13	AMP	1	509	0.2%	No
NHLRC3		13q13.3	HOMDEL	1	509	0.2%	No
SERP2		13q14.11	HOMDEL	1	509	0.2%	Yes
LINC01551		14q12	AMP	1	509	0.2%	No
CCDC9B		15q15.1	HOMDEL	1	509	0.2%	No
SHISA6		17p12	HOMDEL	1	509	0.2%	No
TMIGD1		17q11.2	AMP	1	509	0.2%	No
C17ORF98		17q12	AMP	1	509	0.2%	No
LINC00671		17q21.31	AMP	1	509	0.2%	No
CCDC103		17q21.31	AMP	1	509	0.2%	No
RPRML		17q21.32	AMP	1	509	0.2%	No
YPEL2		17q22	AMP	1	509	0.2%	No
C17ORF82		17q23.2	AMP	1	509	0.2%	No
BTBD17		17q25.1	AMP	1	509	0.2%	No
PVALEF		17q25.3	AMP	1	509	0.2%	No
POTEC		18p11.21	AMP	1	509	0.2%	No
LYPLA2P2		19p13.2	HOMDEL	1	509	0.2%	No
C3P1		19p13.2	HOMDEL	1	509	0.2%	No
ZNF788P		19p13.2	AMP	1	509	0.2%	No
RPSAP58		19p12	AMP	1	509	0.2%	No
CEACAM16		19q13.31-q13.32	AMP	1	509	0.2%	No
BLOC1S3		19q13.32	HOMDEL	1	509	0.2%	No
BHMG1		19q13.32	HOMDEL	1	509	0.2%	No
IGFL3		19q13.32	HOMDEL	1	509	0.2%	No
ZNF808		19q13.41	HOMDEL	1	509	0.2%	No
ZNF761		19q13.42	HOMDEL	1	509	0.2%	No
TMEM238		19q13.42	HOMDEL	1	509	0.2%	No
ZNF470		19q13.43	HOMDEL	1	509	0.2%	No
ZNF470		19q13.43	AMP	1	509	0.2%	No
ZNF749		19q13.43	HOMDEL	1	509	0.2%	No
ZNF749		19q13.43	AMP	1	509	0.2%	No
ZNF324B		19q13.43	HOMDEL	1	509	0.2%	No
ZNF324B		19q13.43	AMP	1	509	0.2%	No
RPL23AP87		17q25.3	AMP	1	509	0.2%	No
C1QTNF12		1p36.33	HOMDEL	1	509	0.2%	No
HES5		1p36.32	HOMDEL	1	509	0.2%	No
SMIM1		1p36.32	HOMDEL	1	509	0.2%	No
RNF207		1p36.31	HOMDEL	1	509	0.2%	No
TMEM82		1p36.21	HOMDEL	1	509	0.2%	No
TRABD2B		1p33	HOMDEL	1	509	0.2%	No
LDLRAD1		1p32.3	AMP	1	509	0.2%	No
NOTCH2NLA		1q21.1	AMP	1	509	0.2%	No
LINC01138		1q21.2	AMP	1	509	0.2%	No
LINC02591		1q21.1	AMP	1	509	0.2%	No
LYSMD1		1q21.3	AMP	1	509	0.2%	No
HRNR		1q21.3	AMP	1	509	0.2%	No
FLG2		1q21.3	AMP	1	509	0.2%	No
C1ORF189		1q21.3	AMP	1	509	0.2%	No
FMO6P		1q24.3	AMP	1	509	0.2%	No
TMEM81		1q32.1	AMP	1	509	0.2%	No
CAPN8		1q41	AMP	1	509	0.2%	No
COA6		1q42.2	AMP	1	509	0.2%	No
C1ORF229		1q44	HOMDEL	1	509	0.2%	No
C1ORF229		1q44	AMP	1	509	0.2%	No
OR2M1P		1q44	AMP	1	509	0.2%	No
LOC388813		21q11.2	HOMDEL	1	509	0.2%	No
MIR99AHG		21q21.1	HOMDEL	1	509	0.2%	No
LINC00316		21q22.3	AMP	1	509	0.2%	No
TMEM247		2p21	HOMDEL	1	509	0.2%	No
LINC01118		2p21	HOMDEL	1	509	0.2%	No
PLAC9P1		2q21.1	AMP	1	509	0.2%	No
PLEKHM3		2q33.3	HOMDEL	1	509	0.2%	No
C2ORF80		2q33.3	HOMDEL	1	509	0.2%	No
RESP18		2q35	HOMDEL	1	509	0.2%	No
RESP18		2q35	AMP	1	509	0.2%	No
SNORC		2q37.1	HOMDEL	1	509	0.2%	No
VGLL3		3p12.1	HOMDEL	1	509	0.2%	No
PRR23B		3q23	HOMDEL	1	509	0.2%	No
PRR23C		3q23	HOMDEL	1	509	0.2%	No
SMIM20		4p15.2	AMP	1	509	0.2%	No
BEND4		4p13	AMP	1	509	0.2%	No
GRXCR1		4p13	AMP	1	509	0.2%	No
GFRAL		6p12.1	HOMDEL	1	509	0.2%	No
GFRAL		6p12.1	AMP	1	509	0.2%	No
LIN28B		6q16.3-q21	HOMDEL	1	509	0.2%	No
LIN28B		6q16.3-q21	AMP	1	509	0.2%	No
SAMD5		6q24.3	HOMDEL	1	509	0.2%	No
IYD		6q25.1	HOMDEL	1	509	0.2%	No
RBAKDN		7p22.1	AMP	1	509	0.2%	No
FAM180A		7q33	AMP	1	509	0.2%	No
XKR5		8p23.1	AMP	1	509	0.2%	No
LINC00937		12p13.31	HOMDEL	1	509	0.2%	No
C8ORF86		8p11.22	AMP	1	509	0.2%	No
ALKAL1		8q11.23	HOMDEL	1	509	0.2%	No
IER5L		9q34.11	HOMDEL	1	509	0.2%	No
LCN15		9q34.3	AMP	1	509	0.2%	No
AJM1		9q34.3	AMP	1	509	0.2%	No
LRRC26		9q34.3	AMP	1	509	0.2%	No
PAGE2B		Xp11.21	AMP	1	509	0.2%	No
LOC389895		Xq27.1	HOMDEL	1	509	0.2%	No
NKX1-2		10q26.13	HOMDEL	1	509	0.2%	No
ACCSL		11p11.2	AMP	1	509	0.2%	No
OR5AK2		11q12.1	AMP	1	509	0.2%	No
OR5AN1		11q12.1	AMP	1	509	0.2%	No
OR4D10		11q12.1	AMP	1	509	0.2%	No
OR4D9		11q12.1	AMP	1	509	0.2%	No
GUCY2EP		11q13.5	HOMDEL	1	509	0.2%	No
GUCY2EP		11q13.5	AMP	1	509	0.2%	No
TRIM77		11q14.3	AMP	1	509	0.2%	No
IZUMO1R		11q21	HOMDEL	1	509	0.2%	No
IZUMO1R		11q21	AMP	1	509	0.2%	No
KDM4E		11q21	HOMDEL	1	509	0.2%	No
KDM4E		11q21	AMP	1	509	0.2%	No
BSX		11q24.1	HOMDEL	1	509	0.2%	No
BSX		11q24.1	AMP	1	509	0.2%	No
OR6X1		11q24.1	HOMDEL	1	509	0.2%	No
OR6X1		11q24.1	AMP	1	509	0.2%	No
OR6M1		11q24.1	HOMDEL	1	509	0.2%	No
OR6M1		11q24.1	AMP	1	509	0.2%	No
OR10G4		11q24.2	HOMDEL	1	509	0.2%	No
OR10G4		11q24.2	AMP	1	509	0.2%	No
OR10G7		11q24.2	AMP	1	509	0.2%	No
OR8B3		11q24.2	HOMDEL	1	509	0.2%	No
OR8B3		11q24.2	AMP	1	509	0.2%	No
OR8A1		11q24.2	HOMDEL	1	509	0.2%	No
OR8A1		11q24.2	AMP	1	509	0.2%	No
HERC2P10		15q13.2	AMP	1	509	0.2%	No
GDPGP1		15q26.1	AMP	1	509	0.2%	No
ARL5C		17q12	AMP	1	509	0.2%	No
KRT39		17q21.2	AMP	1	509	0.2%	No
OACYLP		18q21.32	HOMDEL	1	509	0.2%	No
OACYLP		18q21.32	AMP	1	509	0.2%	No
ONECUT3		19p13.3	HOMDEL	1	509	0.2%	No
